Année	Numéro	Département	Code INSEE	Insee	Commune	Date de première alerte	Surface brûlée (m2)	Surface forêt (m2)	Surface autres terres boisées (m2)	Surfaces non boisées naturelles (m2)	Surfaces non boisées artificialisées (m2)	Surfaces non boisées (m2)	Précision des surfaces	Statut
2016	864	15	15098	15098	Laurie	2016-08-25 18:10	5000	0	5000	0	0	0	Estimées	Validé
2016	865	15	15059	15059	Cussac	2016-08-27 1:40	5000	0	5000	0	0	0	Estimées	Validé
2016	866	15	15176	15176	Saint-Chamant	2016-08-27 14:05	8000	0	8000	0	0	0	Estimées	Validé
2016	867	15	15252	15252	Velzic	2016-09-01 16:23	1000	0	1000	0	0	0	Estimées	Validé
2016	868	15	15146	15146	Pailherols	2016-09-02 15:10	20000	0	20000	0	0	0	Estimées	Validé
2016	869	15	15061	15061	Dienne	2016-09-04 12:30	1500	0	1500	0	0	0	Estimées	Validé
2016	870	15	15061	15061	Dienne	2016-09-05 12:10	1500	0	1500	0	0	0	Estimées	Validé
2016	871	15	15263	15263	Virargues	2016-09-05 14:00	2000	0	2000	0	0	0	Estimées	Validé
2016	872	15	15014	15014	Aurillac	2016-09-09 13:20	3000	0	3000	0	0	0	Estimées	Validé
2016	873	15	15202	15202	Saint-Martin-Valmeroux	2016-09-13 16:00	50000	0	50000	0	0	0	Estimées	Validé
2016	874	15	15175	15175	Saint-Cernin	2016-09-20 15:53	1000	0	1000	0	0	0	Estimées	Validé
2016	875	15	15152	15152	Pierrefort	2016-09-27 15:25	6000	0	6000	0	0	0	Estimées	Validé
2016	876	15	15206	15206	Saint-Pierre	2016-09-28 16:15	30000	0	30000	0	0	0	Estimées	Validé
2016	877	15	15187	15187	Saint-Flour	2016-09-28 17:00	30000	0	30000	0	0	0	Estimées	Validé
2016	878	15	15104	15104	Leynhac	2016-09-29 18:30	10000	0	10000	0	0	0	Estimées	Validé
2016	884	15	15038	15038	Champs-sur-Tarentaine-Marchal	2016-10-30 12:40	1500	0	1500	0	0	0	Estimées	Validé
2016	960	15	15231	15231	Talizat	2016-10-30 16:07	10000	0	10000	0	0	0	Estimées	Validé
2016	1189	15	15153	15153	Pleaux	2016-08-08 18:41	1200	0	1200	0	0	0	Estimées	Validé
2016	1190	15	15147	15147	Parlan	2016-08-26 14:40	3000	0	3000	0	0	0	Estimées	Validé
2016	1191	15	15014	15014	Aurillac	2016-09-09 16:15	20000	0	20000	0	0	0	Estimées	Validé
2016	1192	15	15198	15198	Sainte-Marie	2016-09-09 23:30	250000	0	250000	0	0	0	Estimées	Validé
2016	1238	15	15236	15236	Thiézac	2016-12-02 17:32	2000	0	2000	0	0	0	Estimées	Validé
2016	1239	15	15069	15069	Ferrières-Saint-Mary	2016-12-10 11:45	5000	0	5000	0	0	0	Estimées	Validé
2016	1240	15	15102	15102	Lavigerie	2016-12-10 12:47	6000	0	6000	0	0	0	Estimées	Validé
2016	1241	15	15113	15113	Mandailles-Saint-Julien	2016-12-13 15:50	3000	0	3000	0	0	0	Estimées	Validé
2017	731	15	15205	15205	Saint-Paul-de-Salers	2017-01-04 18:19	1000	0	1000	0	0	0	Estimées	Validé
2017	732	15	15096	15096	Lascelle	2017-01-07 18:28	15000	0	15000	0	0	0	Estimées	Validé
2017	733	15	15162	15162	Riom-ès-Montagnes	2017-01-08 20:46	6000	0	6000	0	0	0	Estimées	Validé
2017	879	15	15116	15116	Marchastel	2017-01-07 17:50	1000	1000	0	0	0	0	Estimées	Validé
2017	880	15	15187	15187	Saint-Flour	2017-02-15 16:34	1000	0	1000	0	0	0	Estimées	Validé
2017	881	15	15262	15262	Villedieu	2017-02-15 18:59	5000	0	5000	0	0	0	Estimées	Validé
2017	882	15	15052	15052	Collandres	2017-02-17 18:51	7500	0	7500	0	0	0	Estimées	Validé
2017	883	15	15187	15187	Saint-Flour	2017-02-18 12:38	1000	0	1000	0	0	0	Estimées	Validé
2017	884	15	15187	15187	Saint-Flour	2017-02-18 15:24	20000	0	20000	0	0	0	Estimées	Validé
2017	885	15	15162	15162	Riom-ès-Montagnes	2017-02-19 14:33	2500	0	2500	0	0	0	Estimées	Validé
2017	886	15	15187	15187	Saint-Flour	2017-02-20 14:49	3000	0	3000	0	0	0	Estimées	Validé
2017	887	15	15142	15142	Neuvéglise	2017-02-21 13:13	15000	0	15000	0	0	0	Estimées	Validé
2017	888	15	15045	15045	Chaudes-Aigues	2017-02-26 13:17	150000	0	150000	0	0	0	Estimées	Validé
2017	892	15	15149	15149	Paulhenc	2017-02-26 16:11	30000	0	30000	0	0	0	Estimées	Validé
2017	893	15	15205	15205	Saint-Paul-de-Salers	2017-03-10 15:53	2000	0	2000	0	0	0	Estimées	Validé
2017	894	15	15170	15170	Saint-Amandin	2017-03-11 13:30	80000	0	80000	0	0	0	Estimées	Validé
2017	895	15	15187	15187	Saint-Flour	2017-03-13 9:00	1200	0	1200	0	0	0	Estimées	Validé
2017	896	15	15236	15236	Thiézac	2017-03-27 14:40	30000	0	30000	0	0	0	Estimées	Validé
2017	897	15	15162	15162	Riom-ès-Montagnes	2017-03-27 20:30	30000	0	30000	0	0	0	Estimées	Validé
2017	902	15	15147	15147	Parlan	2017-03-28 14:54	30000	0	30000	0	0	0	Estimées	Validé
2017	903	15	15099	15099	Lavastrie	2017-03-30 18:35	30000	0	30000	0	0	0	Estimées	Validé
2017	1001	15	15242	15242	Le Trioulou	2017-03-30 16:05	35000	0	35000	0	0	0	Estimées	Validé
2017	1002	15	15176	15176	Saint-Chamant	2017-03-30 16:30	30000	0	30000	0	0	0	Estimées	Validé
2017	1003	15	15186	15186	Sainte-Eulalie	2017-03-30 16:31	10000	0	10000	0	0	0	Estimées	Validé
2017	1004	15	15099	15099	Lavastrie	2017-04-03 19:47	20000	0	20000	0	0	0	Estimées	Validé
2017	1005	15	15007	15007	Anterrieux	2017-04-07 14:35	30000	0	30000	0	0	0	Estimées	Validé
2017	1006	15	15264	15264	Vitrac	2017-04-08 15:39	20000	0	20000	0	0	0	Estimées	Validé
2017	1007	15	15156	15156	Prunet	2017-04-08 16:47	60000	0	60000	0	0	0	Estimées	Validé
2017	1008	15	15106	15106	Lieutadès	2017-04-09 17:25	100000	0	100000	0	0	0	Estimées	Validé
2017	1009	15	15029	15029	Cassaniouze	2017-04-10 14:56	20000	0	20000	0	0	0	Estimées	Validé
2017	1010	15	15159	15159	Raulhac	2017-04-12 16:38	70000	0	70000	0	0	0	Estimées	Validé
2017	1011	15	15173	15173	Saint-Bonnet-de-Condat	2017-04-13 17:43	9000	0	9000	0	0	0	Estimées	Validé
2017	1012	15	15029	15029	Cassaniouze	2017-04-13 19:32	5000	0	5000	0	0	0	Estimées	Validé
2017	1013	15	15188	15188	Saint-Georges	2017-04-14 20:38	50000	0	50000	0	0	0	Estimées	Validé
2017	1014	15	15149	15149	Paulhenc	2017-04-14 21:36	1200	0	1200	0	0	0	Estimées	Validé
2017	1015	15	15149	15149	Paulhenc	2017-04-16 12:38	60000	0	60000	0	0	0	Estimées	Validé
2017	1016	15	15191	15191	Saint-Illide	2017-04-23 14:01	5000	0	5000	0	0	0	Estimées	Validé
2017	1017	15	15113	15113	Mandailles-Saint-Julien	2017-04-24 16:05	100000	0	100000	0	0	0	Estimées	Validé
2017	1018	15	15059	15059	Cussac	2017-06-20 18:23	2000	0	2000	0	0	0	Estimées	Validé
2017	1019	15	15188	15188	Saint-Georges	2017-06-22 16:09	8000	0	8000	0	0	0	Estimées	Validé
2017	1020	15	15014	15014	Aurillac	2017-06-25 20:37	5000	0	5000	0	0	0	Estimées	Validé
2017	1021	15	15119	15119	Massiac	2017-08-28 14:43	15000	15000	0	0	0	0	Estimées	Validé
2017	1113	15	15013	15013	Auriac-l'Église	2017-09-21 17:09	30000	0	30000	0	0	0	Estimées	Validé
2018	947	15	15266	15266	Yolet	2018-02-13 13:42	2000	0	2000	0	0	0	Estimées	Validé
2018	948	15	15187	15187	Saint-Flour	2018-03-22 11:20	20000	0	20000	0	0	0	Estimées	Validé
2018	949	15	15099	15099	Lavastrie	2018-04-07 14:00	4000	0	4000	0	0	0	Estimées	Validé
2018	950	15	15231	15231	Talizat	2018-04-20 21:30	10000	0	10000	0	0	0	Estimées	Validé
2018	951	15	15203	15203	Saint-Mary-le-Plain	2018-04-21 17:40	5000	0	5000	0	0	0	Estimées	Validé
2018	952	15	15217	15217	Saint-Victor	2018-04-26 23:00	50000	0	50000	0	0	0	Estimées	Validé
2018	1010	15	15192	15192	Saint-Jacques-des-Blats	2018-08-28 15:30	10000	0	10000	0	0	0	Estimées	Validé
2018	1015	15	15240	15240	Trémouille	2018-08-30 11:20	2000	0	2000	0	0	0	Estimées	Validé
2018	1019	15	15088	15088	Lacapelle-Viescamp	2018-09-01 16:00	9000	0	9000	0	0	0	Estimées	Validé
2018	1022	15	15224	15224	La Ségalassière	2018-09-11 14:10	2000	0	2000	0	0	0	Estimées	Validé
2018	1023	15	15255	15255	Vézac	2018-09-16 15:30	3000	0	3000	0	0	0	Estimées	Validé
2018	1024	15	15250	15250	Vebret	2018-09-17 20:45	5000	0	5000	0	0	0	Estimées	Validé
2018	1025	15	15175	15175	Saint-Cernin	2018-09-18 17:30	10000	0	10000	0	0	0	Estimées	Validé
2018	1026	15	15101	15101	Laveissière	2018-06-25 15:30	7500	0	7500	0	0	0	Estimées	Validé
2018	1027	15	15106	15106	Lieutadès	2018-10-04 17:00	1000	0	1000	0	0	0	Estimées	Validé
2018	1028	15	15120	15120	Mauriac	2018-10-01 11:20	10000	0	10000	0	0	0	Estimées	Validé
2018	1029	15	15187	15187	Saint-Flour	2018-10-21 15:20	3000	0	3000	0	0	0	Estimées	Validé
2018	1030	15	15106	15106	Lieutadès	2018-10-22 17:15	10000	0	10000	0	0	0	Estimées	Validé
2018	1031	15	15092	15092	Lanobre	2018-10-22 20:00	1500	0	1500	0	0	0	Estimées	Validé
2018	1032	15	15075	15075	Girgols	2018-10-23 16:20	50000	0	50000	0	0	0	Estimées	Validé
2018	1033	15	15008	15008	Antignac	2018-10-26 13:15	30000	0	30000	0	0	0	Estimées	Validé
2018	1034	15	15240	15240	Trémouille	2018-09-01 17:30	10000	0	10000	0	0	0	Estimées	Validé
2019	1690	15	15208	15208	SAINT PROJET DE SALERS	2019-01-03 11:45	10000	0	10000	0	0	0	Estimées	Validé
2019	1691	15	15070	15070	FONTANGES	2019-01-03 16:15	30000	0	30000	0	0	0	Estimées	Validé
2019	1692	15	15249	15249	VAULMIER	2019-01-05 17:30	5000	0	5000	0	0	0	Estimées	Validé
2019	1693	15	15236	15236	THIEZAC	2019-01-05 19:00	3000	0	3000	0	0	0	Estimées	Validé
2019	1694	15	15050	15050	CLAUX	2019-01-06 19:00	2000	0	2000	0	0	0	Estimées	Validé
2019	1695	15	15137	15137	MOUSSAGES	2019-01-16 14:30	20000	0	20000	0	0	0	Estimées	Validé
2019	1696	15	15137	15137	MOUSSAGES	2019-01-16 23:00	500000	0	500000	0	0	0	Estimées	Validé
2019	1697	15	15147	15147	PARLAN	2019-01-17 11:00	8000	0	8000	0	0	0	Estimées	Validé
2019	1698	15	15187	15187	SAINT FLOUR	2019-02-17 16:00	10000	0	10000	0	0	0	Mesurées	Validé
2019	1699	15	15107	15107	LORCIERES	2019-02-19 18:40	20000	0	20000	0	0	0	Estimées	Validé
2019	1700	15	15099	15099		2019-02-21 17:00	50000	0	50000	0	0	0	Estimées	Validé
2019	1701	15	15058	15058	CROS DE RONESQUE	2019-02-21 20:00	2000	0	2000	0	0	0	Estimées	Validé
2019	1702	15	15205	15205	SAINT PAUL DE SALERS	2019-02-22 13:00	100000	0	100000	0	0	0	Estimées	Validé
2019	1703	15	15176	15176	SAINT CHAMANT	2019-02-23 7:30	20000	0	20000	0	0	0	Estimées	Validé
2019	1704	15	15095	15095	LAROQUEVIEILLE	2019-02-23 15:00	10000	0	10000	0	0	0	Estimées	Validé
2019	1705	15	15265	15265	YDES	2019-02-23 16:00	10000	0	10000	0	0	0	Estimées	Validé
2019	1706	15	15243	15243	TRIZAC	2019-02-24 17:45	2000	0	2000	0	0	0	Estimées	Validé
2019	1819	15	15045	15045	CHAUDES AIGUES	2019-02-26 15:20	40000	0	40000	0	0	0	Estimées	Validé
2019	1820	15	15042	15042	CHAPELLE LAURENT	2019-02-26 16:40	5000	0	5000	0	0	0	Estimées	Validé
2019	1821	15	15240	15240	TREMOUILLE	2019-02-26 17:00	40000	0	40000	0	0	0	Estimées	Validé
2019	1822	15	15124	15124	MENET	2019-02-26 19:00	30000	0	30000	0	0	0	Estimées	Validé
2019	1823	15	15161	15161	REZENTIERES	2019-02-27 14:10	20000	0	20000	0	0	0	Estimées	Validé
2019	1824	15	15261	15261	VIGEAN	2019-02-27 14:30	4000	0	4000	0	0	0	Estimées	Validé
2019	1825	15	15065	15065	ESPINASSE	2019-02-27 15:30	500000	0	500000	0	0	0	Estimées	Validé
2019	1826	15	15127	15127	MOLOMPIZE	2019-02-27 17:30	20000	0	20000	0	0	0	Estimées	Validé
2019	1827	15	15022	15022	BONNAC	2019-02-27 17:30	20000	0	20000	0	0	0	Estimées	Validé
2019	1828	15	15116	15116	MARCHASTEL	2019-02-27 17:50	50000	0	50000	0	0	0	Estimées	Validé
2019	1829	15	15116	15116	MARCHASTEL	2019-02-27 18:30	10000	0	10000	0	0	0	Estimées	Validé
2019	1830	15	15013	15013	AURIAC L EGLISE	2019-02-27 18:30	30000	0	30000	0	0	0	Estimées	Validé
2019	1831	15	15105	15105	LEYVAUX	2019-03-02 1:15	5000	0	5000	0	0	0	Estimées	Validé
2019	1832	15	15105	15105	LEYVAUX	2019-03-02 8:00	500000	0	500000	0	0	0	Estimées	Validé
2019	1833	15	15005	15005	ANGLARDS DE SAINT FLOUR	2019-03-16 13:30	4000	0	4000	0	0	0	Estimées	Validé
2019	1834	15	15187	15187	SAINT FLOUR	2019-03-21 15:45	10000	0	10000	0	0	0	Estimées	Validé
2019	1895	15	15066	15066	FALGOUX	2019-03-23 13:00	1000	0	1000	0	0	0	Estimées	Validé
2019	1896	15	15077	15077	GOURDIEGES	2019-03-23 14:30	1000	0	1000	0	0	0	Estimées	Validé
2019	1897	15	15068	15068		2019-03-23 16:00	10000	0	10000	0	0	0	Estimées	Validé
2019	1898	15	15205	15205	SAINT PAUL DE SALERS	2019-03-24 16:00	50000	0	50000	0	0	0	Estimées	Validé
2019	1899	15	15231	15231	TALIZAT	2019-03-24 16:40	2000	0	2000	0	0	0	Estimées	Validé
2019	1900	15	15103	15103	LEUCAMP	2019-03-26 11:40	10000	0	10000	0	0	0	Estimées	Validé
2019	1901	15	15153	15153	PLEAUX	2019-03-26 14:15	40000	0	40000	0	0	0	Estimées	Validé
2019	1902	15	15103	15103	LEUCAMP	2019-03-27 14:30	2500	0	2500	0	0	0	Estimées	Validé
2019	1903	15	15200	15200	SAINT MARTIN CANTALES	2019-03-28 12:30	50000	0	50000	0	0	0	Estimées	Validé
2019	1904	15	15231	15231	TALIZAT	2019-03-29 20:15	10000	0	10000	0	0	0	Estimées	Validé
2019	1905	15	15038	15038	CHAMPS SUR TARENTAINE MARCHAL	2019-03-31 11:30	10000	0	10000	0	0	0	Estimées	Validé
2019	1906	15	15219	15219	SALERS	2019-03-31 13:00	10000	0	10000	0	0	0	Estimées	Validé
2019	1907	15	15127	15127	MOLOMPIZE	2019-03-31 13:30	150000	0	150000	0	0	0	Estimées	Validé
2019	1908	15	15196	15196	SAINT MAMET LA SALVETAT	2019-03-31 16:15	10000	0	10000	0	0	0	Estimées	Validé
2019	1909	15	15268	15268	ROUGET PERS	2019-03-31 19:15	8000	0	8000	0	0	0	Estimées	Validé
2019	1910	15	15013	15013	AURIAC L EGLISE	2019-03-31 20:15	10000	0	10000	0	0	0	Estimées	Validé
2019	1911	15	15267	15267	YTRAC	2019-04-01 13:30	2000	0	2000	0	0	0	Estimées	Validé
2019	1912	15	15068	15068		2019-04-01 20:00	60000	0	60000	0	0	0	Estimées	Validé
2019	1913	15	15065	15065	ESPINASSE	2019-04-08 19:00	170000	0	170000	0	0	0	Estimées	Validé
2019	1914	15	15042	15042	CHAPELLE LAURENT	2019-04-12 17:30	1500	0	1500	0	0	0	Estimées	Validé
2019	1915	15	15101	15101	LAVEISSIERE	2019-04-15 14:30	20000	0	20000	0	0	0	Estimées	Validé
2019	1916	15	15217	15217	SAINT VICTOR	2019-04-15 20:15	20000	0	20000	0	0	0	Estimées	Validé
2019	1917	15	15149	15149	PAULHENC	2019-04-17 16:00	40000	0	40000	0	0	0	Estimées	Validé
2019	1918	15	15187	15187	SAINT FLOUR	2019-04-18 18:30	2000	0	2000	0	0	0	Estimées	Validé
2019	1919	15	15043	15043	CHARMENSAC	2019-04-20 16:15	50000	0	50000	0	0	0	Estimées	Validé
2019	1920	15	15129	15129	MONTBOUDIF	2019-04-22 16:00	50000	0	50000	0	0	0	Estimées	Validé
2019	1921	15	15168	15168	RUYNES EN MARGERIDE	2019-03-15 22:00	5000	0	5000	0	0	0	Estimées	Validé
2019	1922	15	15265	15265	YDES	2019-06-27 15:30	10000	0	10000	0	0	0	Estimées	Validé
2019	1923	15	15168	15168	RUYNES EN MARGERIDE	2019-06-27 17:30	20000	0	20000	0	0	0	Estimées	Validé
2019	1928	15	15011	15011	ARNAC	2019-06-30 22:15	20000	0	20000	0	0	0	Estimées	Validé
2019	1931	15	15043	15043	CHARMENSAC	2019-07-05 20:00	10000	0	10000	0	0	0	Estimées	Validé
2019	1934	15	15248	15248	VALUEJOLS	2019-07-06 15:00	10000	0	10000	0	0	0	Estimées	Validé
2019	1937	15	15169	15169	SAIGNES	2019-07-19 13:30	5000	0	5000	0	0	0	Estimées	Validé
2019	1977	15	15117	15117	MARCOLES	2019-07-24 17:00	10000	0	10000	0	0	0	Estimées	Validé
2019	1978	15	15165	15165	ROUFFIAC	2019-07-24 17:00	10000	0	10000	0	0	0	Estimées	Validé
2019	1979	15	15169	15169	SAIGNES	2019-07-25 16:30	1000	0	1000	0	0	0	Estimées	Validé
2019	1980	15	15250	15250	VEBRET	2019-07-31 15:15	20000	0	20000	0	0	0	Estimées	Validé
2019	1981	15	15188	15188	SAINT GEORGES	2019-07-31 17:15	4000	0	4000	0	0	0	Estimées	Validé
2019	1982	15	15168	15168	RUYNES EN MARGERIDE	2019-08-01 19:15	30000	0	30000	0	0	0	Estimées	Validé
2019	1983	15	15157	15157	QUEZAC	2019-08-04 15:45	5000	0	5000	0	0	0	Estimées	Validé
2019	1984	15	15204	15204	SAINT PAUL DES LANDES	2019-08-05 17:00	2000	0	2000	0	0	0	Estimées	Validé
2019	1985	15	15122	15122	MAURS	2019-08-05 22:00	2000	0	2000	0	0	0	Estimées	Validé
2019	1986	15	15141	15141	NEUSSARGUES EN PINATELLE	2019-08-06 17:15	50000	0	50000	0	0	0	Estimées	Validé
2019	1987	15	15080	15080	JOURSAC	2019-08-07 19:15	5000	0	5000	0	0	0	Estimées	Validé
2019	1988	15	15005	15005	ANGLARDS DE SAINT FLOUR	2019-08-06 22:00	30000	0	30000	0	0	0	Estimées	Validé
2019	1989	15	15004	15004	ANDELAT	2019-08-08 18:00	5000	0	5000	0	0	0	Estimées	Validé
2019	1990	15	15250	15250	VEBRET	2019-08-09 16:00	60000	0	60000	0	0	0	Estimées	Validé
2019	1991	15	15092	15092	LANOBRE	2019-08-14 14:45	10000	0	10000	0	0	0	Estimées	Validé
2019	1992	15	15250	15250	VEBRET	2019-08-14 19:15	2500	0	2500	0	0	0	Estimées	Validé
2019	1993	15	15015	15015	AUZERS	2019-08-14 18:45	10000	0	10000	0	0	0	Estimées	Validé
2019	1994	15	15038	15038	CHAMPS SUR TARENTAINE MARCHAL	2019-08-22 16:30	20000	0	20000	0	0	0	Estimées	Validé
2019	1995	15	15153	15153	PLEAUX	2019-08-26 9:30	2000	0	2000	0	0	0	Estimées	Validé
2019	1996	15	15255	15255	VEZAC	2019-09-07 16:00	10000	0	10000	0	0	0	Estimées	Validé
2019	1997	15	15038	15038	CHAMPS SUR TARENTAINE MARCHAL	2019-09-08 16:30	60000	0	60000	0	0	0	Estimées	Validé
2019	1998	15	15208	15208	SAINT PROJET DE SALERS	2019-09-13 12:45	30000	0	30000	0	0	0	Estimées	Validé
2019	1999	15	15178	15178	SAINT CIRGUES DE JORDANNE	2019-09-15 15:00	20000	0	20000	0	0	0	Estimées	Validé
2019	2000	15	15202	15202	SAINT MARTIN VALMEROUX	2019-09-17 18:30	10000	0	10000	0	0	0	Estimées	Validé
2019	2001	15	15038	15038	CHAMPS SUR TARENTAINE MARCHAL	2019-09-20 16:00	30000	0	30000	0	0	0	Estimées	Validé
2019	2002	15	15262	15262	VILLEDIEU	2019-10-01 14:15	5000	0	5000	0	0	0	Estimées	Validé
2019	2003	15	15250	15250	VEBRET	2019-10-13 19:15	60000	0	60000	0	0	0	Estimées	Validé
2020	5184	15	15103	15103	LEUCAMP	2020-03-28 15:21	35000	35000	0	0	0	0	Estimées	Validé
2020	5186	15	15088	15088	LACAPELLE VIESCAMP	2020-04-05 15:55	5000	5000	0	0	0	0	Estimées	Validé
2020	5187	15	15034	15034	CHALIERS	2020-04-09 18:19	3000	3000	0	0	0	0	Mesurées	Validé
2020	5188	15	15117	15117	MARCOLES	2020-04-10 14:21	5000	5000	0	0	0	0	Mesurées	Validé
2020	5189	15	15188	15188	SAINT GEORGES	2020-04-10 14:38	500	500	0	0	0	0	Mesurées	Validé
2020	5190	15	15261	15261	VIGEAN	2020-04-11 15:27	1000	1000	0	0	0	0	Estimées	Validé
2020	5191	15	15038	15038	CHAMPS SUR TARENTAINE MARCHAL	2020-04-11 15:33	50000	0	50000	0	0	0	Estimées	Validé
2020	5192	15	15005	15005	ANGLARDS DE SAINT FLOUR	2020-04-14 16:17	400	400	0	0	0	0	Estimées	Validé
2020	5193	15	15094	15094	LAROQUEBROU	2020-05-29 13:36	50	0	50	0	0	0	Mesurées	Validé
2020	5198	15	15108	15108	VAL D ARCOMIE	2020-07-19 13:19	20000	20000	0	0	0	0	Estimées	Validé
2020	5209	15	15008	15008	ANTIGNAC	2020-07-12 17:56	200	200	0	0	0	0	Mesurées	Validé
2020	5211	15	15250	15250	VEBRET	2020-07-30 19:02	800	0	800	0	0	0	Mesurées	Validé
2020	5214	15	15030	15030	CAYROLS	2020-08-04 14:49	10000	10000	0	0	0	0	Estimées	Validé
2020	5215	15	15250	15250	VEBRET	2020-08-06 12:34	180000	180000	0	0	0	0	Mesurées	Validé
2020	5216	15	15119	15119	MASSIAC	2020-08-10 11:29	140000	140000	0	0	0	0	Mesurées	Validé
2020	5217	15	15027	15027	PUYCAPEL	2020-08-10 19:40	900	900	0	0	0	0	Mesurées	Validé
2020	5218	15	15258	15258	VIC SUR CERE	2020-08-11 14:06	1000	1000	0	0	0	0	Estimées	Validé
2020	5222	15	15250	15250	VEBRET	2020-09-11 17:08	100000	100000	0	0	0	0	Mesurées	Validé
2006	2535	26	26175	26175	Marignac-en-Diois	2006-11-07 15:51	1000	0	1000			0		Validé
2006	2564	26	26113	26113	Die	2006-10-18 16:34	15000	7500	0			7500		Validé
2006	2616	26	26216	26216	Motte-de-Galaure (La)	2006-09-11 11:34	100	0	100			0		Validé
2006	2627	26	26114	26114	Dieulefit	2006-09-19 10:27	800	0	800			0		Validé
2006	2817	26	26367	26367	Venterol	2006-08-28 0:42	30000	0	30000			0		Validé
2006	2900	26	26026	26026	Barret-de-Lioure	2006-08-12 13:06	135000	135000	0			0		Validé
2006	2988	26	26026	26026	Barret-de-Lioure	2006-08-11 5:50	15000	0	15000			0		Validé
2006	3048	26	26301	26301	Saint-Donat-sur-l'Herbasse	2006-08-08 21:58	3000	0	3000			0		Validé
2006	3051	26	26063	26063	Buis-les-Baronnies	2006-08-28 23:44	700	20	0			680		Validé
2006	3136	26	26203	26203	Montjoyer	2006-08-07 18:38	500	0	500			0		Validé
2006	3179	26	26005	26005	Allan	2006-08-07 10:43	6000	0	6000			0		Validé
2006	3295	26	26301	26301	Saint-Donat-sur-l'Herbasse	2006-08-14 22:25	300	10	0			290		Validé
2006	3296	26	26371	26371	Véronne	2006-07-30 13:04	1000	0	1000			0		Validé
2006	3315	26	26145	26145	Granges-Gontardes (Les)	2006-07-21 16:50	60000	0	60000			0		Validé
2006	3316	26	26005	26005	Allan	2006-07-14 19:52	400	0	400			0		Validé
2006	3320	26	26263	26263	Reilhanette	2006-07-11 14:43	11000	5000	6000			0		Validé
2006	3325	26	26354	26354	Treschenu-Creyers	2006-07-08 18:11	1000	0	1000			0		Validé
2006	3326	26	26135	26135	Ferrassières	2006-07-07 19:29	1000	0	1000			0		Validé
2006	3327	26	26228	26228	Pennes-le-Sec	2006-07-05 14:41	300	300	0			0		Validé
2006	3437	26	26138	26138	Garde-Adhémar (La)	2006-08-05 23:08	5000	0	5000			0		Validé
2006	3438	26	26305	26305	Saint-Gervais-sur-Roubion	2006-08-05 15:23	1000	0	1000			0		Validé
2006	3733	26	26169	26169	Malataverne	2006-07-04 14:28	70000	30000	0			40000		Validé
2006	3854	26	26277	26277	Roche-sur-Grane (La)	2006-06-30 17:09	3000	1000	0			2000		Validé
2006	3920	26	26157	26157	Laupie (La)	2006-07-14 15:16	5	0	5			0		Validé
2006	3921	26	26304	26304	Saint-Ferréol-Trente-Pas	2006-07-26 15:58	5000	5000	0			0		Validé
2006	4000	26	26377	26377	Vinsobres	2006-05-17 14:38	5000	5000	0			0		Validé
2006	4001	26	26338	26338	Sauzet	2006-05-12 19:39	200	200	0			0		Validé
2006	4002	26	26275	26275	Rochegude	2006-05-07 22:23	500	500	0			0		Validé
2006	4003	26	26377	26377	Vinsobres	2006-05-04 15:16	200	200	0			0		Validé
2006	4140	26	26249	26249	Pont-de-Barret	2006-03-26 15:42	1500	1500	0			0		Validé
2006	4141	26	26249	26249	Pont-de-Barret	2006-03-15 16:22	200	200	0			0		Validé
2006	4325	26	26233	26233	Piégon	2006-04-23 15:09	10000	5000	0			5000		Validé
2006	4326	26	26060	26060	Bouvières	2006-04-22 12:56	15000	10000	0			5000		Validé
2006	4327	26	26059	26059	Bouvante	2006-04-19 17:48	8000	200	0			7800		Validé
2006	4328	26	26068	26068	Chalon (Le)	2006-04-19 13:58	1000	1000	0			0		Validé
2006	4346	26	26339	26339	Savasse	2006-06-12 19:20	400	400	0			0		Validé
2006	4347	26	26258	26258	Puy-Saint-Martin	2006-06-09 7:01	15000	5000	10000			0		Validé
2006	4413	26	26225	26225	Parnans	2006-03-17 12:16	20000	20000	0			0		Validé
2006	4563	26	26068	26068	Chalon (Le)	2006-03-03 20:04	3000	3000	0			0		Validé
2006	4564	26	26258	26258	Puy-Saint-Martin	2006-02-28 17:37	200	100	0			100		Validé
2006	4565	26	26093	26093	Clansayes	2006-02-27 15:14	3000	3000	0			0		Validé
2007	1694	26	26324	26324	Saint-Paul-Trois-Châteaux	2007-12-31 0:19	3750	3750	0	0	0	0		Validé
2007	1824	26	26343	26343	Souspierre	2007-10-24 13:55	300	300	0	0	0	0		Validé
2007	1841	26	26300	26300	Saint-Dizier-en-Diois	2007-11-09 15:42	350	350	0	0	0	0		Validé
2007	2107	26	26113	26113	Die	2007-11-20 20:16	650	650	0	0	0	0		Validé
2007	2135	26	26065	26065	Chabrillan	2007-11-20 16:18	2700	2700	0	0	0	0		Validé
2007	2136	26	26243	26243	Poët-Laval (Le)	2007-11-20 14:39	300	300	0	0	0	0		Validé
2007	2194	26	26231	26231	Peyrins	2007-11-20 8:55	300	300	0	0	0	0		Validé
2007	2195	26	26284	26284	Roussas	2007-11-19 16:30	13000	8000	5000	0	0	0		Validé
2007	2213	26	26336	26336	Saou	2007-11-06 20:35	11500	11500	0	0	0	0		Validé
