Année	Numéro	Département	Code INSEE	Insee	Commune	Date de première alerte	Surface brûlée (m2)	Surface forêt (m2)	Surface autres terres boisées (m2)	Surfaces non boisées naturelles (m2)	Surfaces non boisées artificialisées (m2)	Surfaces non boisées (m2)	Précision des surfaces	Statut
2006	2	1	1148	01148	Dortan	2006-02-27 13:56	10000	0	10000	0	0	0		Validé en force
2006	3	1	1321	01321	Revonnas	2006-03-15 16:02	10000	0	10000	0	0	0		Validé en force
2006	4	1	1032	01032	Béligneux	2006-03-16 17:03	10000	0	10000	0	0	0		Validé en force
2006	5	1	1109	01109	Collonges	2006-03-27 14:30	10000	0	10000	0	0	0		Validé en force
2006	6	1	1384	01384	Saint-Rambert-en-Bugey	2006-04-24 16:43	20000	0	20000	0	0	0		Validé en force
2006	7	1	1105	01105	Civrieux	2006-07-16 17:50	40000	0	40000	0	0	0		Validé en force
2006	8	1	1034	01034	Belley	2006-07-17 17:19	30000	0	30000	0	0	0		Validé en force
2006	9	1	1380	01380	Saint-Nizier-le-Bouchoux	2006-07-19 18:32	10000	0	10000	0	0	0		Validé en force
2006	10	1	1093	01093	Châtillon-sur-Chalaronne	2006-07-20 12:18	40000	0	40000	0	0	0		Validé en force
2006	11	1	1074	01074	Chalamont	2006-07-21 9:40	30000	0	30000	0	0	0		Validé en force
2006	12	1	1333	01333	Saint-André-de-Corcy	2006-07-28 15:09	40000	0	40000	0	0	0		Validé en force
2006	63	1	1371	01371	Saint-Marcel	2006-09-13 13:06	20000	0	20000	0	0	0		Validé en force
2007	27	1	1099	01099	Chazey-sur-Ain	2007-02-22 18:22	10000	0	10000	0	0	0		Validé
2007	28	1	1056	01056	Boyeux-Saint-Jérôme	2007-02-23 13:05	15000	0	15000	0	0	0		Validé
2007	29	1	1245	01245	Bohas-Meyriat-Rignat	2007-02-23 18:45	10000	0	10000	0	0	0		Validé
2007	37	1	1014	01014	Arbent	2007-03-15 16:49	10000	0	10000	0	0	0		Validé
2007	110	1	1014	01014	Arbent	2007-04-15 20:13	40000	0	40000	0	0	0		Validé
2007	131	1	1309	01309	Pouillat	2007-03-11 13:13	5000	5000	0	0	0	0		Validé
2007	132	1	1080	01080	Champdor	2007-03-12 16:28	5000	0	5000	0	0	0		Validé
2007	271	1	1368	01368	Saint-Julien-sur-Veyle	2007-06-13 18:16	10000	0	10000	0	0	0		Validé
2007	361	1	1147	01147	Domsure	2007-06-24 19:28	10000	0	10000	0	0	0		Validé
2007	526	1	1444	01444	Villebois	2007-08-05 18:09	20000	0	20000	0	0	0		Validé
2007	578	1	1015	01015	Arbignieu	2007-09-13 13:14	20000	0	20000	0	0	0		Validé
2007	579	1	1216	01216	Lhuis	2007-09-21 20:12	10000	0	10000	0	0	0		Validé
2008	108	1	1313	01313	Prévessin-Moëns	2008-02-16 13:14	10000	0	10000	0	0	0		Validé
2008	109	1	1454	01454	Virignin	2008-02-16 13:40	22000	0	22000	0	0	0		Validé
2008	110	1	1245	01245	Bohas-Meyriat-Rignat	2008-02-18 18:02	10000	0	10000	0	0	0		Validé
2008	111	1	1056	01056	Boyeux-Saint-Jérôme	2008-02-19 12:12	10000	0	10000	0	0	0		Validé
2008	112	1	1056	01056	Boyeux-Saint-Jérôme	2008-02-19 18:19	10000	0	10000	0	0	0		Validé
2008	113	1	1202	01202	Lagnieu	2008-02-20 16:55	20000	0	20000	0	0	0		Validé
2008	114	1	1036	01036	Belmont-Luthézieu	2008-02-23 15:06	15000	0	15000	0	0	0		Validé
2008	115	1	1097	01097	Chavornay	2008-02-23 17:32	80000	0	80000	0	0	0		Validé
2008	116	1	1233	01233	Marchamp	2008-02-24 15:30	30000	0	30000	0	0	0		Validé
2008	145	1	1333	01333	Saint-André-de-Corcy	2008-02-26 14:11	15000	0	15000	0	0	0		Validé
2008	146	1	1308	01308	Pougny	2008-02-26 17:33	20000	0	20000	0	0	0		Validé
2008	359	1	1401	01401	Sergy	2008-03-08 14:59	5000	0	5000	0	0	0		Validé
2008	501	1	1393	01393	Sandrans	2008-07-30 12:19	20000	0	20000	0	0	0		Validé
2012	517	1	1316	01316	Pugieu	2012-03-13 14:54	30000	30000	0	0	0	0	Estimées	Validé en force
2012	590	1	1195	01195	Jasseron	2012-03-30 15:42	100000	0	100000	0	0	0	Estimées	Validé en force
2015	622	1	1017	01017	Argis	2015-04-14 17:00	100000	100000	0	0	0	0	Estimées	Validé
2015	981	1	1384	01384	Saint-Rambert-en-Bugey	2015-07-22 13:01	30000	30000	0	0	0	0	Estimées	Validé
2016	1255	1	1216	01216	Lhuis	2016-08-27 12:30	20000	0	20000	0	0	0	Estimées	Validé
2016	1256	1	1073	01073	Ceyzérieu	2016-09-06 14:25	60000	60000	0	0	0	0	Estimées	Validé
2016	1257	1	1209	01209	Léaz	2016-09-10 22:04	20000	20000	0	0	0	0	Estimées	Validé
2017	664	1	1286	01286	Parves et Nattages	2017-04-10 13:22	80000	80000	0	0	0	0	Estimées	Validé
2017	665	1	1184	01184	Hautecourt-Romanèche	2017-07-20 14:19	300000	0	300000	0	0	0	Estimées	Validé
2017	5378	1	1286	01286	Parves et Nattages	2017-04-10 13:19	150000	70000	80000	0	0	0	Estimées	Validé
2017	5379	1	1184	01184	Hautecourt-Romanèche	2017-07-20 14:27	300000	150000	150000	0	0	0	Estimées	Validé
2017	5381	1	1068	01068	Cerdon	2017-04-21 16:11	50000	20000	30000	0	0	0	Estimées	Validé
2019	5769	1	1037	01037	BENONCES	2019-02-28 16:01	100000	50000	50000	0	0	0	Estimées	Validé
2020	1277	1	1056	01056	BOYEUX SAINT JEROME	2020-08-10 15:32	50000	10000	40000	0	0	0	Estimées	Validé
2020	1661	1	1170	01170	BEARD GEOVREISSIAT	2020-08-25 17:07	80000	40000	40000	0	0	0	Estimées	Validé
2006	20	3	3261	03261	Sainte-Thérence	2006-06-10 17:59	6500	6500	0	0	0	0		Validé
2006	44	3	3074	03074	Chevagnes	2006-07-12 13:25	4000	3576	0	424	0	424		Validé
2012	262	3	3221	03221	Saint-Bonnet-Tronçais	2012-04-16 15:02	25000	25000	0	0	0	0	Mesurées	Validé
2012	381	3	3055	03055	Chapelaude (La)	2012-09-09 17:34	30000	10000	20000	0	0	0	Mesurées	Validé
2015	1109	3	3004	03004	Andelaroche	2015-07-16 15:58	281000	26000	0	5000	250000	255000	Mesurées	Validé
2015	1110	3	3041	03041	Le Brethon	2015-08-03 17:23	17000	17000	0	0	0	0	Mesurées	Validé
2015	1204	3	3006	03006	Arfeuilles	2015-07-17 17:26	50000	50000	0	0	0	0	Mesurées	Validé
2015	1205	3	3217	03217	Saint-Angel	2015-07-21 15:06	91300	10000	0	0	81300	81300	Mesurées	Validé
2019	92	3	3224	03224	SAINT CLEMENT	2019-02-17 13:17	15000	15000	0	0	0	0	Mesurées	Validé
2019	2120	3	3055	03055	CHAPELAUDE	2019-08-31 13:20	740000	170000	0	0	570000	570000	Mesurées	Validé
2019	2121	3	3185	03185	MONTLUCON	2019-07-18 15:43	60000	10000	0	0	50000	50000	Mesurées	Validé
2019	2122	3	3138	03138	LAPALISSE	2019-09-13 13:27	30000	25000	0	0	5000	5000	Mesurées	Validé
2019	2123	3	3292	03292	TRONGET	2019-09-21 17:02	14200	14200	0	0	0	0	Mesurées	Validé
2019	2124	3	3072	03072	CHAZEMAIS	2019-08-29 14:40	89000	9000	0	80000	0	80000	Mesurées	Validé
2019	2125	3	3055	03055	CHAPELAUDE	2019-08-25 15:38	121000	0	1000	120000	0	120000	Mesurées	Validé
2019	2126	3	3205	03205	PERIGNY	2019-08-21 13:17	31500	1500	0	15000	15000	30000	Mesurées	Validé
2020	2259	3	3195	03195	NERIS LES BAINS	2020-07-24 16:51	20000	20000	0	0	0	0	Mesurées	Validé
2020	2260	3	3185	03185	MONTLUCON	2020-07-25 16:17	15000	15000	0	0	0	0	Estimées	Validé
2020	2261	3	3217	03217	SAINT ANGEL	2020-08-25 13:17	250000	200000	50000	0	0	0	Mesurées	Validé
2020	2268	3	3170	03170	MEILLERS	2020-09-09 17:18	5000	5000	0	0	0	0	Mesurées	Validé
2020	2269	3	3163	03163	MARIOL	2020-07-13 22:39	50	0	50	0	0	0	Estimées	Validé
2020	2270	3	3155	03155	LURCY LEVIS	2020-09-18 18:01	55000	10000	15000	0	30000	30000	Mesurées	Validé
2020	4277	3	3185	03185	MONTLUCON	2020-07-11 17:56	35000	0	35000	0	0	0	Mesurées	Validé
2006	2447	7	7153	07153	Mayres	2006-12-27 20:45	430000	0	430000			0		Validé
2006	2664	7	7110	07110	Joyeuse	2006-09-08 16:50	3000	3000	0			0		Validé
2006	2729	7	7346	07346	Viviers	2006-08-14 14:48	300	0	300			0		Validé
2006	2731	7	7291	07291	Saint-Remèze	2006-08-14 13:29	400	0	400			0		Validé
2006	2734	7	7153	07153	Mayres	2006-08-10 21:50	238911	50000	188911			0		Validé
2006	2864	7	7126	07126	Lagorce	2006-08-10 10:42	28677	8677	20000			0		Validé
2006	2992	7	7029	07029	Beaumont	2006-08-13 6:35	850	850	0			0		Validé
2006	3113	7	7085	07085	Empurany	2006-08-07 23:26	8000	0	8000			0		Validé
2006	3192	7	7293	07293	Saint-Romain-de-Lerps	2006-08-06 10:32	200	0	200			0		Validé
2006	3194	7	7281	07281	Saint-Péray	2006-08-06 15:25	1800	0	1800			0		Validé
2006	3309	7	7262	07262	Saint-Laurent-les-Bains	2006-09-12 16:15	150	150	0			0		Validé
2006	3310	7	7023	07023	Balazuc	2006-09-12 14:15	4000	0	4000			0		Validé
2006	3311	7	7096	07096	Gluiras	2006-09-11 19:13	1500	0	1500			0		Validé
2006	3358	7	7258	07258	Saint-Julien-Vocance	2006-07-10 18:12	600	600	0			0		Validé
2006	3429	7	7241	07241	Saint-Germain	2006-08-04 14:01	2300	0	2300			0		Validé
2006	3430	7	7141	07141	Lentillères	2006-07-31 20:54	20	0	20			0		Validé
2006	3431	7	7156	07156	Meyras	2006-07-29 19:03	11494	0	11494			0		Validé
2006	3432	7	7302	07302	Saint-Vincent-de-Barrès	2006-07-28 15:50	100	0	100			0		Validé
2006	3435	7	7176	07176	Planzolles	2006-07-28 5:52	1000	0	1000			0		Validé
2006	3436	7	7304	07304	Salavas	2006-07-27 14:11	2000	0	2000			0		Validé
2006	3464	7	7305	07305	Salelles (Les)	2006-07-14 13:49	1500	0	1500			0		Validé
2006	3499	7	7131	07131	Lanas	2006-07-25 13:55	7000	0	7000			0		Validé
2006	3561	7	7042	07042	Bourg-Saint-Andéol	2006-07-24 16:04	49755	9755	40000			0		Validé
2006	3569	7	7155	07155	Mercuer	2006-07-11 18:50	1000	1000	0			0		Validé
2006	3638	7	7155	07155	Mercuer	2006-07-09 7:27	300	300	0			0		Validé
2006	3706	7	7156	07156	Meyras	2006-07-20 18:48	500	500	0			0		Validé
2006	3734	7	7241	07241	Saint-Germain	2006-07-05 14:50	1500	500	1000			0		Validé
2006	3739	7	7115	07115	Labeaume	2006-07-04 16:24	3000	0	3000			0		Validé
2006	3758	7	7337	07337	Vernosc-lès-Annonay	2006-07-05 13:43	300	0	300			0		Validé
2006	3773	7	7140	07140	Lemps	2006-07-03 11:47	40000	20000	10000			10000		Validé
2006	3857	7	7348	07348	Vogüé	2006-07-02 14:30	76000	20000	56000			0		Validé
2006	3872	7	7317	07317	Talencieux	2006-07-01 18:57	2000	2000	0			0		Validé
2006	3927	7	7196	07196	Rocles	2006-07-12 18:07	1500	1500	0			0		Validé
2006	3932	7	7284	07284	Saint-Pierre-Saint-Jean	2006-06-28 20:43	1000	1000	0			0		Validé
2006	3935	7	7137	07137	Lavillatte	2006-06-27 15:59	11671	7000	0			4671		Validé
2006	3936	7	7087	07087	Fabras	2006-06-27 13:08	3000	3000	0			0		Validé
2006	3951	7	7019	07019	Aubenas	2006-05-21 10:59	30	0	30			0		Validé
2006	3960	7	7002	07002	Ailhon	2006-04-19 17:29	1400	0	1400			0		Validé
2006	3965	7	7322	07322	Thueyts	2006-06-26 18:46	3500	0	3500			0		Validé
2006	3966	7	7261	07261	Saint-Laurent-du-Pape	2006-06-26 16:52	100	100	0			0		Validé
2006	3967	7	7342	07342	Villevocance	2006-06-25 19:18	150	50	100			0		Validé
2006	3968	7	7012	07012	Arcens	2006-06-25 18:54	5000	0	5000			0		Validé
2006	3969	7	7212	07212	Saint-André-en-Vivarais	2006-06-25 18:34	200	0	200			0		Validé
2006	3978	7	7126	07126	Lagorce	2006-04-17 19:12	20	0	20			0		Validé
2006	3980	7	7230	07230	Saint-Étienne-de-Boulogne	2006-04-17 16:45	2000	500	1500			0		Validé
2006	3981	7	7239	07239	Saint-Genest-Lachamp	2006-04-17 16:19	2000	2000	0			0		Validé
2006	3982	7	7079	07079	Désaignes	2006-04-17 11:27	3000	3000	0			0		Validé
2006	3986	7	7324	07324	Tournon-sur-Rhône	2006-06-24 15:45	10	0	10			0		Validé
2006	3987	7	7095	07095	Gilhoc-sur-Ormèze	2006-06-23 13:24	2500	1500	1000			0		Validé
2006	4013	7	7305	07305	Salelles (Les)	2006-04-12 15:07	3000	3000	0			0		Validé
2006	4014	7	7280	07280	Saint-Paul-le-Jeune	2006-04-04 16:43	13600	0	13600			0		Validé
2006	4034	7	7003	07003	Aizac	2006-06-06 14:13	500	0	500			0		Validé
2006	4065	7	7305	07305	Salelles (Les)	2006-05-16 15:24	1500	500	1000			0		Validé
2006	4108	7	7016	07016	Asperjoc	2006-06-05 18:51	500	0	500			0		Validé
2006	4109	7	7023	07023	Balazuc	2006-06-05 16:21	1500	0	1500			0		Validé
2006	4110	7	7013	07013	Ardoix	2006-06-05 15:02	40	0	40			0		Validé
2006	4111	7	7215	07215	Saint-Barthélemy-le-Meil	2006-06-03 16:26	800	800	0			0		Validé
2006	4112	7	7343	07343	Vinezac	2006-06-02 18:10	100	0	100			0		Validé
2006	4152	7	7155	07155	Mercuer	2006-06-21 15:55	1000	0	1000			0		Validé
2006	4153	7	7147	07147	Malarce-sur-la-Thines	2006-06-21 15:16	15711	0	15711			0		Validé
2006	4161	7	7134	07134	Laurac-en-Vivarais	2006-05-11 18:16	500	500	0			0		Validé
2006	4176	7	7002	07002	Ailhon	2006-04-08 18:06	300	300	0			0		Validé
2006	4177	7	7161	07161	Montpezat-sous-Bauzon	2006-04-08 17:08	100	100	0			0		Validé
2006	4178	7	7038	07038	Borne	2006-04-07 17:10	5000	0	5000			0		Validé
2006	4179	7	7087	07087	Fabras	2006-04-07 15:26	2000	0	2000			0		Validé
2006	4180	7	7136	07136	Laveyrune	2006-04-07 15:02	3000	1500	1500			0		Validé
2006	4183	7	7199	07199	Rosières	2006-04-06 15:18	5000	5000	0			0		Validé
2006	4202	7	7079	07079	Désaignes	2006-05-05 16:11	2000	2000	0			0		Validé
2006	4203	7	7315	07315	Souche (La)	2006-05-05 13:15	20000	0	20000			0		Validé
2006	4204	7	7195	07195	Rochette (La)	2006-05-05 11:41	1500	0	1500			0		Validé
2006	4205	7	7171	07171	Payzac	2006-05-04 17:50	2000	2000	0			0		Validé
2006	4206	7	7213	07213	Saint-André-Lachamp	2006-05-04 15:38	31445	31445	0			0		Validé
2006	4207	7	7213	07213	Saint-André-Lachamp	2006-05-04 15:38	104916	104916	0			0		Validé
2006	4208	7	7189	07189	Ribes	2006-05-04 16:00	500	500	0			0		Validé
2006	4209	7	7189	07189	Ribes	2006-05-04 15:38	5000	5000	0			0		Validé
2006	4210	7	7189	07189	Ribes	2006-05-04 15:38	133026	133026	0			0		Validé
2006	4216	7	7073	07073	Crestet (Le)	2006-06-18 12:15	50	0	50			0		Validé
2006	4219	7	7186	07186	Privas	2006-06-02 11:14	200	200	0			0		Validé
2006	4220	7	7199	07199	Rosières	2006-06-01 16:42	200	0	200			0		Validé
2006	4263	7	7292	07292	Saint-Romain-d'Ay	2006-03-27 17:41	3000	0	3000			0		Validé
2006	4276	7	7165	07165	Nonières	2006-06-15 14:46	4500	1000	0			3500		Validé
2006	4295	7	7109	07109	Joannas	2006-05-03 3:30	5000	5000	0			0		Validé
2006	4303	7	7153	07153	Mayres	2006-06-14 17:00	11122	1122	10000			0		Validé
2006	4309	7	7126	07126	Lagorce	2006-06-13 15:21	3000	0	3000			0		Validé
2006	4310	7	7172	07172	Peaugres	2006-06-12 17:33	34764	34764	0			0		Validé
2006	4311	7	7344	07344	Vinzieux	2006-06-12 15:03	150492	50000	100492			0		Validé
2006	4330	7	7111	07111	Juvinas	2006-05-01 12:59	34571	24571	10000			0		Validé
2006	4331	7	7093	07093	Genestelle	2006-05-01 12:42	15000	0	15000			0		Validé
2006	4332	7	7248	07248	Saint-Jean-Roure	2006-04-29 16:45	30000	30000	0			0		Validé
2006	4333	7	7007	07007	Alboussière	2006-04-29 11:46	44414	34414	10000			0		Validé
2006	4334	7	7118	07118	Laboule	2006-04-28 15:13	80000	0	80000			0		Validé
2006	4336	7	7309	07309	Satillieu	2006-03-26 18:04	1500	0	1500			0		Validé
2006	4348	7	7309	07309	Satillieu	2006-06-12 17:49	200	0	200			0		Validé
2006	4349	7	7333	07333	Vanosc	2006-06-12 17:22	3	0	3			0		Validé
2006	4350	7	7302	07302	Saint-Vincent-de-Barrès	2006-06-12 13:02	600	0	600			0		Validé
2006	4351	7	7280	07280	Saint-Paul-le-Jeune	2006-06-12 3:53	31900	31900	0			0		Validé
2006	4352	7	7280	07280	Saint-Paul-le-Jeune	2006-06-12 3:19	5128	5128	0			0		Validé
2006	4353	7	7024	07024	Banne	2006-06-12 1:39	1000	1000	0			0		Validé
2006	4354	7	7265	07265	Saint-Marcel-lès-Annonay	2006-06-10 16:46	40000	39000	1000			0		Validé
2006	4355	7	7167	07167	Ollières-sur-Eyrieux (Les)	2006-06-10 10:58	1800	0	1800			0		Validé
2006	4356	7	7155	07155	Mercuer	2006-06-09 18:31	5107	5107	0			0		Validé
2006	4357	7	7050	07050	Chambonas	2006-06-08 14:53	300	300	0			0		Validé
2006	4383	7	7344	07344	Vinzieux	2006-03-20 18:26	1500	1500	0			0		Validé
2006	4384	7	7185	07185	Préaux	2006-03-17 16:41	7000	0	7000			0		Validé
2006	4385	7	7077	07077	Darbres	2006-03-17 14:30	3000	2000	1000			0		Validé
2006	4386	7	7112	07112	Labastide-sur-Bésorgues	2006-03-17 13:54	300	300	0			0		Validé
2006	4399	7	7126	07126	Lagorce	2006-05-29 13:36	3000	0	3000			0		Validé
2006	4400	7	7237	07237	Saint-Fortunat-sur-Eyrieux	2006-05-26 13:33	500	0	500			0		Validé
2006	4401	7	7050	07050	Chambonas	2006-05-25 15:56	100	0	100			0		Validé
2006	4409	7	7072	07072	Coux	2006-04-21 15:56	1000	0	1000			0		Validé
2006	4414	7	7232	07232	Saint-Étienne-de-Lugdarès	2006-04-08 16:06	2000	0	2000			0		Validé
2006	4433	7	7096	07096	Gluiras	2006-03-27 12:05	1000	0	1000			0		Validé
2006	4441	7	7280	07280	Saint-Paul-le-Jeune	2006-05-02 19:04	1500	0	1500			0		Validé
2006	4454	7	7156	07156	Meyras	2006-03-16 10:13	5000	0	5000			0		Validé
2006	4487	7	7212	07212	Saint-André-en-Vivarais	2006-04-26 15:00	4462	4462	0			0		Validé
2006	4497	7	7284	07284	Saint-Pierre-Saint-Jean	2006-06-29 13:48	1000	1000	0			0		Validé
2006	4522	7	7194	07194	Rochessauve	2006-04-23 15:32	30924	0	30924			0		Validé
2006	4523	7	7096	07096	Gluiras	2006-04-22 16:29	2000	2000	0			0		Validé
2006	4524	7	7139	07139	Laviolle	2006-04-22 14:14	500	250	0			250		Validé
2006	4615	7	7161	07161	Montpezat-sous-Bauzon	2006-02-13 15:43	100	0	100			0		Validé
2006	4616	7	7024	07024	Banne	2006-02-12 16:36	2500	0	2500			0		Validé
2006	4617	7	7319	07319	Teil (Le)	2006-02-11 15:26	800	0	800			0		Validé
2006	4639	7	7126	07126	Lagorce	2006-02-08 14:50	5000	0	5000			0		Validé
2006	4640	7	7147	07147	Malarce-sur-la-Thines	2006-02-02 15:50	2000	0	2000			0		Validé
2006	4665	7	7050	07050	Chambonas	2006-03-14 14:27	1500	0	1500			0		Validé
2006	4666	7	7163	07163	Montselgues	2006-03-14 14:01	150000	50000	100000			0		Validé
2006	4667	7	7016	07016	Asperjoc	2006-03-14 13:48	3000	3000	0			0		Validé
2006	4668	7	7199	07199	Rosières	2006-03-14 10:59	1000	1000	0			0		Validé
2006	4677	7	7003	07003	Aizac	2006-03-13 15:25	1000	0	1000			0		Validé
2006	4678	7	7050	07050	Chambonas	2006-03-13 15:08	1000	0	1000			0		Validé
2006	4680	7	7296	07296	Saint-Sernin	2006-03-10 15:41	400	0	400			0		Validé
2006	4681	7	7134	07134	Laurac-en-Vivarais	2006-03-10 14:39	300	0	300			0		Validé
2006	4682	7	7254	07254	Saint-Julien-du-Serre	2006-03-10 14:29	500	0	500			0		Validé
2007	1705	7	7016	07016	Asperjoc	2007-12-26 10:32	3000	0	3000	0	0	0		Validé
2007	1722	7	7163	07163	Montselgues	2007-12-25 17:48	11513	0	11513	0	0	0		Validé
2007	1729	7	7132	07132	Largentière	2007-11-15 23:30	1000	0	1000	0	0	0		Validé
2007	1730	7	7126	07126	Lagorce	2007-11-15 20:46	500	0	500	0	0	0		Validé
2007	1731	7	7024	07024	Banne	2007-11-14 14:07	300	300	0	0	0	0		Validé
2007	1732	7	7171	07171	Payzac	2007-11-14 12:46	300	0	300	0	0	0		Validé
2007	1733	7	7343	07343	Vinezac	2007-11-12 15:41	1000	1000	0	0	0	0		Validé
2007	1758	7	7147	07147	Malarce-sur-la-Thines	2007-10-31 11:25	150	0	150	0	0	0		Validé
2007	1759	7	7294	07294	Saint-Sauveur-de-Cruzières	2007-10-30 14:45	2000	1000	1000	0	0	0		Validé
2007	1766	7	7213	07213	Saint-André-Lachamp	2007-12-16 15:20	800	0	800	0	0	0		Validé
2007	1837	7	7146	07146	Lyas	2007-10-21 15:44	100	100	0	0	0	0		Validé
2007	1838	7	7218	07218	Saint-Basile	2007-10-19 14:06	400	400	0	0	0	0		Validé
2007	1842	7	7079	07079	Désaignes	2007-11-11 17:25	1500	1500	0	0	0	0		Validé
2007	1843	7	7072	07072	Coux	2007-11-09 20:19	200	200	0	0	0	0		Validé
2007	1844	7	7129	07129	Lamastre	2007-11-09 15:36	10157	10157	0	0	0	0		Validé
2007	1845	7	7202	07202	Sablières	2007-11-08 17:15	10	10	0	0	0	0		Validé
2007	1846	7	7079	07079	Désaignes	2007-11-08 6:22	1000	1000	0	0	0	0		Validé
2007	1918	7	7237	07237	Saint-Fortunat-sur-Eyrieux	2007-10-12 16:01	6260	0	6260	0	0	0		Validé
2007	1919	7	7058	07058	Chassiers	2007-10-12 16:01	5000	0	5000	0	0	0		Validé
2007	2068	7	7343	07343	Vinezac	2007-11-19 10:38	2000	0	2000	0	0	0		Validé
2007	2069	7	7168	07168	Orgnac-l'Aven	2007-11-18 17:54	100	0	100	0	0	0		Validé
2007	2070	7	7107	07107	Jaujac	2007-11-18 13:20	2500	0	2500	0	0	0		Validé
2007	2071	7	7155	07155	Mercuer	2007-11-18 11:12	1000	1000	0	0	0	0		Validé
2007	2072	7	7214	07214	Saint-Apollinaire-de-Rias	2007-11-16 18:33	2000	0	2000	0	0	0		Validé
2007	2073	7	7129	07129	Lamastre	2007-11-20 16:13	49676	49000	676	0	0	0		Validé
2007	2074	7	7243	07243	Saint-Jacques-d'Atticieux	2007-11-21 10:57	2000	0	2000	0	0	0		Validé
2007	2089	7	7182	07182	Prades	2007-09-27 23:07	100	100	0	0	0	0		Validé
2007	2126	7	7062	07062	Chazeaux	2007-09-21 16:12	8692	0	8692	0	0	0		Validé
2007	2137	7	7307	07307	Sanilhac	2007-11-07 17:53	1000	1000	0	0	0	0		Validé
2007	2212	7	7307	07307	Sanilhac	2007-11-06 15:45	1500	1500	0	0	0	0		Validé
2007	2229	7	7030	07030	Beauvène	2007-11-04 2:38	2000	0	2000	0	0	0		Validé
2007	2230	7	7002	07002	Ailhon	2007-11-02 21:02	150	150	0	0	0	0		Validé
2007	2233	7	7251	07251	Saint-Joseph-des-Bancs	2007-09-15 20:41	50	50	0	0	0	0		Validé
2007	2234	7	7092	07092	Freyssenet	2007-09-14 16:43	40	40	0	0	0	0		Validé
2007	2249	7	7319	07319	Teil (Le)	2007-09-03 16:25	3000	0	3000	0	0	0		Validé
2007	2278	7	7149	07149	Marcols-les-Eaux	2007-09-13 17:42	300	0	300	0	0	0		Validé
2007	2279	7	7208	07208	Saint-Andéol-de-Berg	2007-09-13 16:50	4500	4500	0	0	0	0		Validé
2007	2280	7	7053	07053	Chandolas	2007-09-13 13:36	2000	2000	0	0	0	0		Validé
2007	2304	7	7023	07023	Balazuc	2007-09-01 17:37	300	0	300	0	0	0		Validé
2007	2305	7	7213	07213	Saint-André-Lachamp	2007-08-31 0:49	17882	7882	10000	0	0	0		Validé
2007	2323	7	7329	07329	Valgorge	2007-09-12 14:41	3000	0	3000	0	0	0		Validé
2007	2324	7	7187	07187	Prunet	2007-09-12 13:14	7448	0	7448	0	0	0		Validé
2007	2326	7	7156	07156	Meyras	2007-09-11 23:51	4000	1500	2500	0	0	0		Validé
2007	2352	7	7023	07023	Balazuc	2007-09-11 12:14	2000	0	2000	0	0	0		Validé
2007	2434	7	7148	07148	Malbosc	2007-08-10 1:29	500	500	0	0	0	0		Validé
2007	2459	7	7155	07155	Mercuer	2007-09-10 15:33	500	500	0	0	0	0		Validé
2007	2579	7	7031	07031	Berrias-et-Casteljau	2007-08-08 16:02	100	0	100	0	0	0		Validé
2007	2696	7	7201	07201	Ruoms	2007-09-06 15:25	5000	3000	2000	0	0	0		Validé
2007	2697	7	7181	07181	Pouzin (Le)	2007-09-06 12:09	9690	0	9690	0	0	0		Validé
2007	2727	7	7171	07171	Payzac	2007-08-06 20:37	600	500	100	0	0	0		Validé
2007	2774	7	7288	07288	Saint-Priest	2007-09-05 17:12	19339	4339	15000	0	0	0		Validé
2007	2775	7	7319	07319	Teil (Le)	2007-09-05 16:52	11150	0	11150	0	0	0		Validé
2007	2808	7	7329	07329	Valgorge	2007-09-05 16:06	200	0	200	0	0	0		Validé
2007	2838	7	7148	07148	Malbosc	2007-08-03 12:59	50	50	0	0	0	0		Validé
2007	2908	7	7030	07030	Beauvène	2007-08-02 6:45	500	500	0	0	0	0		Validé
2007	2955	7	7304	07304	Salavas	2007-09-04 13:51	14967	10000	4967	0	0	0		Validé
2007	3278	7	7110	07110	Joyeuse	2007-06-05 18:36	600	600	0	0	0	0		Validé
2007	3279	7	7306	07306	Sampzon	2007-06-04 11:51	4000	0	4000	0	0	0		Validé
2007	3426	7	7310	07310	Savas	2007-04-29 14:51	2600	2600	0	0	0	0		Validé
2007	3429	7	7079	07079	Désaignes	2007-04-25 16:17	3500	2000	1500	0	0	0		Validé
2007	3438	7	7310	07310	Savas	2007-04-20 12:42	400	400	0	0	0	0		Validé
2007	3455	7	7331	07331	Vals-les-Bains	2007-07-13 18:42	3000	3000	0	0	0	0		Validé
2007	3466	7	7145	07145	Lussas	2007-07-31 17:40	22899	0	22899	0	0	0		Validé
2007	3467	7	7126	07126	Lagorce	2007-07-31 16:10	18801	3801	15000	0	0	0		Validé
2007	3517	7	7136	07136	Laveyrune	2007-03-16 14:40	1500	0	1500	0	0	0		Validé
2007	3518	7	7161	07161	Montpezat-sous-Bauzon	2007-03-15 14:24	18000	0	18000	0	0	0		Validé
2007	3519	7	7339	07339	Vesseaux	2007-03-15 12:30	14920	0	14920	0	0	0		Validé
2007	3535	7	7038	07038	Borne	2007-04-17 15:32	27000	19000	8000	0	0	0		Validé
2007	3536	7	7310	07310	Savas	2007-04-16 15:44	2000	2000	0	0	0	0		Validé
2007	3537	7	7126	07126	Lagorce	2007-04-11 16:20	100	0	100	0	0	0		Validé
